"followup1","other1","language","length","mop","how_natural","rating_list","merged_ratings","text","number_of_reasons","max_workers","mean_rating","std_dev","std_dev_dropoff"
"5,6,10,5,8,10,5,10,5,7,8,9,10,5,6,8,10,5,6,7,9,10,5,6,9,10,5,6,9,10,5,6,7,9,10,10,10,5,9,10,9,10,5,9,10,5,9,10,5,7,8,9,5,6,9,10,5","


















","ja",24,"MOP4","1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 3, 1, 1, 1, 1, 2, 3, 3, 2, 1","1, 2, 1, 1, 4, 1, 1, 1, 2, 1, 1, 3, 2, 1, 4","1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 3, 1, 1, 1, 1, 2, 3, 3, 2, 1,1, 2, 1, 1, 4, 1, 1, 1, 2, 1, 1, 3, 2, 1, 4","In the Federal District ) , sovereignty and national freedom ( includes federal entities of 32 of Mexico , is one of 31 states officially of Sonora ) , Sonora ( .",57,35,1.62857142857143,0.9102589898328,0.0799614892982384
"5,5,,9,5,9,5,,6,7,5,6,5,9,,5,7,9,5,6,5,10,6,5,9,,6","


















","es",21,"MOP4","3, 1, 4, 3, 2, 3, 1, 4, 2, 2, 2, 4, 2, 1, 2, 1, 3, 1, 4, 3","3, 1, 1, 1, 2, 2, 2, 3, 2, 1, 2, 2, 1, 2, 4, 1","3, 1, 4, 3, 2, 3, 1, 4, 2, 2, 2, 4, 2, 1, 2, 1, 3, 1, 4, 3,3, 1, 1, 1, 2, 2, 2, 3, 2, 1, 2, 2, 1, 2, 4, 1","In the Latin Grammy Awards in Houston, Texas, after a presentation of various accordion Latin music that touched with his song .",27,36,2.16666666666667,1.02817452659695,0.0393781066644615
",,10,10,,8,9,,9,10,5,,,,,,,,,,10,","


















","zh",16,"MOP4","4, 4, 3, 3, 4, 3, 4, 3, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3","4, 4, 3, 3, 4, 3, 4, 3, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3","In this book , the author describes his four -year survey of the world of international art theft .",21,37,3.72972972972973,0.607757656775601,0.00944068954392474
",,,,9,,9,10,,,,5,9,,,7,,,,9,","


















","es",12,"MOP4","4, 4, 4, 4, 3, 4, 2, 4, 4, 4, 3, 3, 4, 4, 3, 4, 4, 4, 3, 4","4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 1","4, 4, 4, 4, 3, 4, 2, 4, 4, 4, 3, 3, 4, 4, 3, 4, 4, 4, 3, 4,4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 1","Inside, the building has an inviting oval staircase lit by a cupola .",20,33,3.63636363636364,0.699025295419532,0.170281602811177
",7,5,10,5,7,,5,9,10,5,8,9,,5,7,9,10,5,,5,7,5,7,5,5,5,6,9,5,9,5","


















","ja",23,"MOP4","4, 3, 2, 3, 4, 1, 1, 2, 4, 1, 3, 4, 1, 1, 1, 2, 2, 1, 1, 1","1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1","4, 3, 2, 3, 4, 1, 1, 2, 4, 1, 3, 4, 1, 1, 1, 2, 2, 1, 1, 1,1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1","It becomes 16T and 14T freewheel special FAT Heavy Duty BMX compatible with the March 16 is the  the teeth ACS, only chain 3/16  .",32,36,1.72222222222222,1.05860045372885,0.00111396648370121
"10,,,9,,9,10,,,,,10,8,,7,10,6,,,,","


















","no",14,"MOP4","3, 4, 4, 2, 4, 2, 4, 4, 4, 4, 3, 2, 4, 2, 3, 3, 4, 4, 4, 4","4, 3, 3, 4, 3, 3, 3, 2, 3, 4, 4, 2, 3, 1, 3","3, 4, 4, 2, 4, 2, 4, 4, 4, 4, 3, 2, 4, 2, 3, 3, 4, 4, 4, 4,4, 3, 3, 4, 3, 3, 3, 2, 3, 4, 4, 2, 3, 1, 3","It is a fully ordered triclinic modification of potassium feldspar and dimorphous with orthoclase .",20,35,3.22857142857143,0.843163311433734,0.0732262813442397
"5,9,,,,,,,,5,,,,11,5,5,8,5,7,,5,10","











too complex words






","es",15,"MOP4","2, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 1, 2, 3, 3, 4, 3, 3","4, 4, 2, 3, 3, 2, 4, 4, 4, 3, 4, 4, 1, 2, 1, 4","2, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 1, 2, 3, 3, 4, 3, 3,4, 4, 2, 3, 3, 2, 4, 4, 4, 3, 4, 4, 1, 2, 1, 4","It is a totally ordered triclinic modification of potassium feldspar and is dimorphic with orthoclase .",22,36,3.19444444444444,1.00908570907231,0.0537554146298593
",9","
","en",12,"MOP4","4, 3","4, 4, 4, 4, 3, 4, 2, 3, 3, 4, 4, 4, 4, 4, 4, 1, 4","4, 3,4, 4, 4, 4, 3, 4, 2, 3, 3, 4, 4, 4, 4, 4, 4, 1, 4","It is best known for the Puy du Fou historical theme park .",2,19,3.52631578947368,0.84119102419206,0.234851961601227
"5,10,5,9,10,,,5,9,10,,,10,5,10,6,,5,10,5,9,10,10,7,10,10,5,6,10,9,10,7","


















","zh",17,"MOP4","3, 2, 4, 4, 1, 4, 4, 3, 1, 3, 3, 4, 3, 2, 3, 1, 3, 1, 2, 3","4, 3, 4, 2, 2, 2, 3, 3, 4, 2, 4, 1, 4, 2, 1, 3, 1","3, 2, 4, 4, 1, 4, 4, 3, 1, 3, 3, 4, 3, 2, 3, 1, 3, 1, 2, 3,4, 3, 4, 2, 2, 2, 3, 3, 4, 2, 4, 1, 4, 2, 1, 3, 1","It is located in the Eastern European Alps Yuelienci the Hohe Tauern mountain range to the north .",32,37,2.67567567567568,1.08151267661071,0.00854459497842153
"7,,5,7,,9,6,5,5,6,7,6,,5,7,,6,5,7,7,9,5,7,6,9","


















","ja",12,"MOP4","3, 4, 2, 4, 3, 1, 1, 3, 3, 2, 4, 2, 2, 4, 1, 2, 3, 1, 1, 1","4, 3, 2, 2, 1, 1, 2, 3, 2, 3, 4, 1, 1, 3, 2, 1","3, 4, 2, 4, 3, 1, 1, 3, 3, 2, 4, 2, 2, 4, 1, 2, 3, 1, 1, 1,4, 3, 2, 2, 1, 1, 2, 3, 2, 3, 4, 1, 1, 3, 2, 1","It is located in the market town of South Market Weighton about .",25,36,2.27777777777778,1.08525470640665,0.00799145332838758
",,,,,,,,9,6,7,,10,10,9,,,,,","


















","en",20,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 2, 3, 3, 4, 4, 4, 4, 4","3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 3","4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 2, 3, 3, 4, 4, 4, 4, 4,3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 2, 3","It is set near the site of the pre-reformation St.Mary's Chapel and has long been associated with pagan ritual practices .",19,37,3.62162162162162,0.594014185733685,0.0642290699484612
"5,6,7,9,10,5,7,9,5,9,,5,9,5,6,","







","ja",17,"MOP4","1, 2, 3, 2, 3, 4, 2, 1, 4","1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 4, 2","1, 2, 3, 2, 3, 4, 2, 1, 4,1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 4, 2","It met the mother of Alice , widow Ellen Bailey the ( Dorothy Green ) , Larsen / Kincaid arrived in town .",15,27,1.92592592592593,0.997146927138621,0.0537488139329606
"7,6,5,9,10,5,9,5,6,9,10,5,7,5,9,6,5,7,10,5,5,6,6,7,10,5,9,5,6,9,10,5,6,9,5,7,10,","


















","zh",17,"MOP4","3, 1, 2, 3, 1, 1, 3, 1, 2, 1, 2, 2, 2, 1, 2, 2, 3, 2, 1, 4","1, 1, 1, 4, 4, 2, 3, 2, 1, 1, 3, 3, 3, 2, 2, 3","3, 1, 2, 3, 1, 1, 3, 1, 2, 1, 2, 2, 2, 1, 2, 2, 3, 2, 1, 4,1, 1, 1, 4, 4, 2, 3, 2, 1, 1, 3, 3, 3, 2, 2, 3","It seems , just Maler 's young and promising career started as soon as possible , it was all over .",37,36,2.08333333333333,0.96732325812744,0.0155968338985487
"5,9,6,5,9,7,5,7,9,9,10,8,9,7,5,5,6,8,11,8,10,,11,5,5,11,5,","










Not understanding the concept well, I thought that perhaps ""cooking"" may not have been the appropriate word for this sentence.



It doesn't make sense

it doesn't make sense

","zh",17,"MOP4","3, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 4, 2, 2, 2, 1, 4","1, 3, 2, 2, 1, 1, 3, 3, 4, 1, 4, 3, 1, 3, 3, 2","3, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 4, 2, 2, 2, 1, 4,1, 3, 2, 2, 1, 1, 3, 3, 4, 1, 4, 3, 1, 3, 3, 2","It was released in March 2014 by cooking ethylene razor and tie in North America and Europe.",27,36,2.16666666666667,0.971008312455224,0.0177881074772616
"10,5,5,6,7,9,5,9,,,9,,7,8,5,11,5,5,9,5,7,8,","











I dont understand the subject matter well enough to be able to comment




","en",11,"MOP4","3, 1, 2, 2, 2, 3, 4, 4, 2, 4, 2, 2, 3, 2, 2, 3, 1, 4","2, 2, 1, 1, 2, 1, 4, 1, 2, 3, 2, 1, 1, 4","3, 1, 2, 2, 2, 3, 4, 4, 2, 4, 2, 2, 3, 2, 2, 3, 1, 4,2, 2, 1, 1, 2, 1, 4, 1, 2, 3, 2, 1, 1, 4","Its capitula is in diameter and is globose and quite ovate .",22,32,2.28125,1.05446439545881,0.0396318686489645
",,5,6,10,6,5,9,10,10,10,,7,9,10,11,,7,9,10,10,6,5,6,10,9,5,6,9,5,5,6","









extra commas








","zh",9,"MOP4","4, 4, 2, 2, 3, 3, 3, 4, 3, 2, 3, 4, 2, 3, 2, 1, 2, 1, 2, 3","2, 1, 3, 1, 1, 4, 4, 2, 3, 4, 2, 3, 2, 3","4, 4, 2, 2, 3, 3, 3, 4, 3, 2, 3, 4, 2, 3, 2, 1, 2, 1, 2, 3,2, 1, 3, 1, 1, 4, 4, 2, 3, 4, 2, 3, 2, 3","Its existence , however , defended Oswald Garrison Villard , who states:",32,34,2.58823529411765,0.988345635126778,0.0231806788517407
"9,10,,,,7,,,5,6,9,5,9,5,9,9,10,,,9,,9,5,6,10","


















","ja",15,"MOP4","2, 3, 4, 4, 4, 2, 4, 4, 3, 2, 2, 2, 2, 3, 4, 4, 3, 4, 2, 1","4, 4, 3, 3, 4, 3, 3, 1, 1, 3, 1, 3, 3, 3","2, 3, 4, 4, 4, 2, 4, 4, 3, 2, 2, 2, 2, 3, 4, 4, 3, 4, 2, 1,4, 4, 3, 3, 4, 3, 3, 1, 1, 3, 1, 3, 3, 3","James McFarlane ( September 2, 1844 - November 24, 1914 ) was a politician of Australia Scottish born .",25,34,2.88235294117647,1.00798947452276,0.0315513670464058
"7,,8,9,9,,10,,10,,,10,,10,,,10,,,,5,10","


















","no",21,"MOP4","3, 4, 3, 3, 4, 3, 4, 3, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 3","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3","3, 4, 3, 3, 4, 3, 4, 3, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 3,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3","Jason Stewart ( born 1971 ) is an American film -and TV editor best known for his work on independent films and reality TV .",22,36,3.69444444444444,0.467176592151157,0.0193655166312577
"5,9,10,","

","es",16,"MOP4","3, 2, 4","2, 4, 2, 2, 4, 1, 3, 4, 2, 4, 1, 2, 1, 3, 2, 3, 2","3, 2, 4,2, 4, 2, 2, 4, 1, 3, 4, 2, 4, 1, 2, 1, 3, 2, 3, 2","Jet Airways plans to attract more passengers subsequently lower rates , which was again followed by SpiceJet .",3,20,2.55,1.05006265477226,0.0465751063343716
"7,,6,,9,,,5,6,6,,6,5,,,,6,9,10,5,6,","


















","zh",12,"MOP4","3, 4, 2, 4, 3, 4, 4, 3, 3, 3, 4, 3, 2, 4, 4, 4, 3, 3, 3, 4","4, 4, 2, 3, 4, 1, 3, 4, 3, 2, 1, 4, 4, 4, 3","3, 4, 2, 4, 3, 4, 4, 3, 3, 3, 4, 3, 2, 4, 4, 4, 3, 3, 3, 4,4, 4, 2, 3, 4, 1, 3, 4, 3, 2, 1, 4, 4, 4, 3","Jewish agricultural colonies to become a model for global public agricultural work .",21,35,3.22857142857143,0.87735277919413,0.0155909395521776
",7,5,8,9,,,,5,6,8,9,8,,8,11,8,8,5,9,8,5,6,8,7,5,7,5","









Has words not in Englush








","no",8,"MOP4","4, 1, 1, 4, 4, 4, 3, 2, 4, 1, 1, 2, 2, 3, 1, 2, 1, 1, 1, 1","1, 1, 1, 1, 2, 3, 1, 4, 2, 2, 4, 3, 2, 4, 3","4, 1, 1, 4, 4, 4, 3, 2, 4, 1, 1, 2, 2, 3, 1, 2, 1, 1, 1, 1,1, 1, 1, 1, 2, 3, 1, 4, 2, 2, 4, 3, 2, 4, 3","Jewish jordbrukskolonierble models for common agricultural efforts worldwide.",28,35,2.2,1.20781767225512,0.015195148214719
",6,9,10,5,9,10,9,11,9,10,6,7,9,10,7,10,6,9,10,5,6,9,6,8,10,9,10,,10,5,9,10,9,10,9,10,6,9,","


the 's at the end















","zh",22,"MOP4","4, 3, 1, 2, 2, 3, 2, 3, 3, 1, 3, 3, 4, 3, 2, 2, 1, 3, 2, 4","1, 2, 4, 3, 1, 3, 1, 1, 2, 2, 3, 1, 3, 3, 4, 3","4, 3, 1, 2, 2, 3, 2, 3, 3, 1, 3, 3, 4, 3, 2, 2, 1, 3, 2, 4,1, 2, 4, 3, 1, 3, 1, 1, 2, 2, 3, 1, 3, 3, 4, 3","Johnny hates jazz is a British pop rock band currently consists of Clark Datchler ( songwriter , vocals , keyboards) and Mike Nocito ( producer, engineer ) 's .",39,36,2.44444444444444,0.998411436645933,0.0132270705021554
"9,9,,,6,7,9,5,11,5,,5,7,10,5,6,5,6,5,7,,9,5,5,5,5,5,7,10","




doesn't really make sense in the wording













","zh",17,"MOP4","2, 2, 4, 4, 2, 2, 1, 4, 2, 2, 1, 2, 2, 4, 2, 3, 1, 3, 1, 2","2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1","2, 2, 4, 4, 2, 2, 1, 4, 2, 2, 1, 2, 2, 4, 2, 3, 1, 3, 1, 2,2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1","Klaus repatriated Allied occupation of Germany , UK , Germany in February 1946 and imprisoned May 22, 1946 announced .",29,36,1.88888888888889,0.979147669521895,0.00168323531336489
"7,,,,5,11,,6,7,,5,,,5,5,6,,5,6,6,7,5,,5","



simply doesn't make sense














","no",11,"MOP4","3, 4, 4, 4, 2, 4, 3, 4, 3, 4, 4, 2, 3, 2, 4, 2, 2, 2, 4, 2","1, 2, 3, 4, 3, 3, 2, 1, 4, 4, 3, 3, 3, 1, 2","3, 4, 4, 4, 2, 4, 3, 4, 3, 4, 4, 2, 3, 2, 4, 2, 2, 2, 4, 2,1, 2, 3, 4, 3, 3, 2, 1, 4, 4, 3, 3, 3, 1, 2","Kulturhuset is located next to the dental practice of service apartments.",24,35,2.88571428571429,0.993254560446988,0.0417804250638815
"5,6,7,9,,7,,6,11,5,7,9,5,9,10,,,6,7,10,5,6,9,10,5,6,7,9,10,5,7,9,10,5,6,9,10,5,6,10,5,6,10,5,6,9,10,5,11,5,9,10,7,9,10,5,6,7,9,10,5,9,10,5,5,10,6,7,9,10,5,7,9,10,5,5,7,9,10,5,6,9,5,7,9,10,5,6,7,9,10,5,5,9,10,7,5,11,5,9,10,5,5,5,7","




This sentence is completely erroneous and not comprehensible.












Makes absolutely no sense.
















It doesn't make sense



","zh",21,"MOP4","1, 4, 2, 4, 3, 1, 1, 1, 4, 4, 2, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2","1, 4, 2, 4, 3, 1, 1, 1, 4, 4, 2, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2","Lansky believes that Siemens and women's clothing from her glamorous kick ass , or maybe until the club's clothing and high heels , the .",105,57,1.47368421052632,0.927848185663526,0.0120995168719304
"5,7,10,10,,,10,9,9,9,10,,9,5,5,10,5,,9,9,10,","


















","zh",13,"MOP4","3, 3, 3, 2, 4, 4, 1, 3, 3, 2, 4, 2, 3, 3, 3, 1, 4, 3, 3, 4","2, 3, 4, 1, 3, 2, 1, 4, 3, 3, 2, 1, 4, 3, 1, 4","3, 3, 3, 2, 4, 4, 1, 3, 3, 2, 4, 2, 3, 3, 3, 1, 4, 3, 3, 4,2, 3, 4, 1, 3, 2, 1, 4, 3, 3, 2, 1, 4, 3, 1, 4","Larsen / Kincaid reach the town , meeting Alice 's mother , widow Ellen Bailey ( Dorothy Green ) .",21,36,2.75,1.02469507659596,0.0381546404831965
"6,,5,8,,,8,,,,,,10,,,,,,5,9,5,","


















","en",19,"MOP4","3, 4, 2, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 2, 4","3, 4, 3, 4, 3, 3, 2, 2, 3, 3, 4, 4, 2, 3, 4, 3, 2, 1","3, 4, 2, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 2, 4,3, 4, 3, 4, 3, 3, 2, 2, 3, 3, 4, 4, 2, 3, 4, 3, 2, 1","Making a return in Jungledyret 3 , he has turned over a new leaf and wishes to keep Hugo safe .",21,38,3.28947368421053,0.835298772792887,0.107178775705367
"7,,,,,,11,9,,5,10,5,,5,,6,,9,11,5,5,","





doesn't really make sense in the wording









You can steal but kidnap or abduct a person


","zh",13,"MOP4","3, 4, 4, 4, 4, 4, 3, 2, 4, 2, 1, 4, 2, 4, 1, 4, 2, 3, 3, 4","3, 4, 3, 4, 4, 3, 4, 3, 4, 4, 3, 4, 1, 1, 2","3, 4, 4, 4, 4, 4, 3, 2, 4, 2, 1, 4, 2, 4, 1, 4, 2, 3, 3, 4,3, 4, 3, 4, 4, 3, 4, 3, 4, 4, 3, 4, 1, 1, 2","Maldives later stole the head of the island garrison and Funadhoo buried it.",21,35,3.11428571428571,1.05081001169206,0.0584146847943146
"11,6,10,,9,10,5,6,10,10,7,5,10,6,9,5,10,5,6,6,7,10,6,5,6,5,5,6,6","Extra brackets


















","zh",11,"MOP4","3, 2, 4, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 1, 3, 2, 3, 2, 1, 2","4, 3, 3, 1, 3, 3, 2, 2, 3, 3, 4, 3, 1, 2, 1, 4, 1","3, 2, 4, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 1, 3, 2, 3, 2, 1, 2,4, 3, 3, 1, 3, 3, 2, 2, 3, 3, 4, 3, 1, 2, 1, 4, 1","Mianzhu ( ) is Deyang , Sichuan Province, a county-level city in southwest China.",29,37,2.40540540540541,0.896271891394181,0.0491313724579606
",,,,,,,,,,6,,,,,,,,,","


















","no",15,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",19,36,3.83333333333333,0.447213595499958,0.159311354218721
"9,,,,,11,8,8,,,6,8,7,9,10,10,10,,6,8,8,,9,10","




The sentence is very misconstrued.













","es",21,"MOP4","2, 4, 4, 4, 4, 1, 3, 3, 4, 4, 2, 3, 2, 3, 4, 3, 3, 2, 4, 3","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","2, 4, 4, 4, 4, 1, 3, 3, 4, 4, 2, 3, 2, 3, 4, 3, 3, 2, 4, 3,2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",24,34,2.73529411764706,1.05338771041303,0.00107668504578795
"9,9,,9,11,9,7,9,5,,,10,9,9,10,,9,9,,6,8,10","



doesn't quite make sense














","es",24,"MOP4","2, 3, 4, 3, 2, 2, 2, 2, 3, 4, 4, 2, 2, 3, 4, 3, 2, 4, 3, 3","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","2, 3, 4, 3, 2, 2, 2, 2, 3, 4, 4, 2, 2, 3, 4, 3, 2, 4, 3, 3,3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",22,37,2.62162162162162,0.758337045827958,0.0226900716696768
"5,9,10,5,9,5,5,9,10,5,6,5,9,5,10,5,6,9,5,9,,9,10,9,7,9,5,9,10,5,7,5,5,7,5","


















","ja",18,"MOP4","1, 2, 2, 1, 1, 2, 3, 2, 1, 2, 4, 2, 1, 2, 3, 2, 3, 3, 2, 2","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","1, 2, 2, 1, 1, 2, 3, 2, 1, 2, 4, 2, 1, 2, 3, 2, 3, 3, 2, 2,1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",35,37,1.97297297297297,0.832882761073666,0.0518039983272672
"8,9,8,9,,,6,,5,,5,,,,,6,6,11,,,9,5","














vote



","ja",10,"MOP4","3, 3, 4, 4, 3, 4, 2, 4, 3, 4, 4, 4, 4, 2, 3, 2, 4, 4, 3, 2","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","3, 3, 4, 4, 3, 4, 2, 4, 3, 4, 4, 4, 4, 2, 3, 2, 4, 4, 3, 2,3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",22,37,2.86486486486486,1.05835727432664,0.0200791911566207
"10,6,5,10,11,6,5,6,7,8,8,9,8,,8,10,5,6,9,5,6,,6,7,5,9,,6,,5","


some of the words are wrong.  ""before looking uMabatha"" doesn't sound natural















","no",12,"MOP4","3, 3, 1, 2, 3, 3, 2, 2, 4, 3, 3, 2, 3, 4, 1, 3, 4, 2, 4, 1","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","3, 3, 1, 2, 3, 3, 2, 2, 4, 3, 3, 2, 3, 4, 1, 3, 4, 2, 4, 1,2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",30,37,2.59459459459459,1.01268234186517,0.00431399513413777
"5,6,8,9,5,9,9,8,5,9,10,5,7,9,5,9,6,5,9,10,9,10,5,9,5,9,5,9,10,5,10,5,6,9","


















","ja",20,"MOP4","1, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 1, 2, 1, 1, 2, 3, 1, 1, 1","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","1, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 1, 2, 1, 1, 2, 3, 1, 1, 1,2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",34,37,1.86486486486486,0.855120594554494,0.0580671975684083
"5,6,5,6,,,10,,,,11,5,,,,8,6,8,10,5,7,5,6,7","







I think the k in khan should be capitalized.  I was unsure if this would fall under punctuation.










","no",11,"MOP4","1, 1, 4, 4, 1, 4, 4, 4, 3, 2, 4, 4, 4, 3, 3, 3, 1, 3, 1, 3","3, 3, 3, 2, 2, 4, 4, 2, 1, 1, 4, 1, 2, 3, 1, 2, 3","1, 1, 4, 4, 1, 4, 4, 4, 3, 2, 4, 4, 4, 3, 3, 3, 1, 3, 1, 3,3, 3, 3, 2, 2, 4, 4, 2, 1, 1, 4, 1, 2, 3, 1, 2, 3","Qun -Quran or Qun - Qiran ( r.1251 - c.1280 ) was khan of Orda 's Ulus .",24,37,2.64864864864865,1.15989022986891,0.0268714822471092
"7,8,9,9,,11,,5,7,9,5,5,5,6,8,5,7,9,5,,5,9,10,5,6,7,10,,5,5,7,8,9,5,8,9,5,8","



simply doesn't make sense














","zh",18,"MOP4","3, 2, 2, 4, 1, 4, 1, 1, 3, 2, 1, 1, 4, 2, 1, 4, 1, 1, 1, 1","3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 4","3, 2, 2, 4, 1, 4, 1, 1, 3, 2, 1, 1, 4, 2, 1, 4, 1, 1, 1, 1,3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 4","Randonneuring bike way , requiring almost covers a long period of time the generous allocation of continuous riding distance.",38,38,1.78947368421053,1.14273012909322,0.0375475326737107
",,,,,10,,,,,,,,,,,10,,,","


















","es",23,"MOP4","4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Richard Hargrave Colless (born November 12, 1952 ) is an Australian politician and National Party member of the Legislative Council of New South Wales Australia .",19,36,3.91666666666667,0.280305955290694,0.0414733816800812
"5,10,,9,5,9,10,,5,,5,5,,,,7","












","ja",10,"MOP4","1, 4, 3, 3, 2, 4, 3, 4, 2, 3, 4, 4, 4, 3","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 2","1, 4, 3, 3, 2, 4, 3, 4, 2, 3, 4, 4, 4, 3,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 2","Robert Clark ( March 14, born 1987 ) is an American actor .",16,30,3.43333333333333,0.858359836662575,0.0194893438547138
