"X_trust","X_country","followup1","how_natural","other1","language","length","rating_list","text","number_of_reasons"
0.7099,"USA","",4,"","ja",11,"4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4","December 2009 , Panter became the chairman of the Rambert Dance Company .",0
0.7116,"CAN","6",1,"","ja",11,"4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4","December 2009 , Panter became the chairman of the Rambert Dance Company .",1
0.7248,"CAN","6",1,"","ja",11,"4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4","December 2009 , Panter became the chairman of the Rambert Dance Company .",1
0.7853,"USA","10",1,"","ja",11,"4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4","December 2009 , Panter became the chairman of the Rambert Dance Company .",1
0.6764,"USA","5,6,10",1,"","ja",11,"4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4","December 2009 , Panter became the chairman of the Rambert Dance Company .",3
0.9567,"USA","",4,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",0
0.9652,"USA","",4,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",0
0.8504,"USA","9,10",1,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",2
0.772,"GBR","6",1,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",1
0.7099,"USA","",4,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",0
0.7116,"CAN","6,7",1,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",2
0.7248,"CAN","7,11",1,"Some of the words used in the sentence were wrong.  Ex. 'some' should have been 'one', because we only have two eyes.","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",2
0.7853,"USA","5,6",1,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",2
0.4864,"USA","",4,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",0
0.6764,"USA","5,6,9,10",1,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",4
0.7307,"USA","5,9",1,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",2
0.4558,"USA","",4,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",0
0.4407,"USA","",4,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",0
0.5386,"GBR","",4,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",0
0.3859,"USA","",4,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",0
0.7337,"CAN","7",1,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",1
0.6597,"USA","7",1,"","ja",14,"3, 1, 3, 4, 1, 1, 2, 2, 2, 4, 2, 1, 1, 1, 3","Despite the loss of some of his eyes , John Horus fends cut off his attack .",1
0.9567,"USA","",4,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",0
0.9652,"USA","",4,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",0
0.8504,"USA","8,9",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",2
0.6586,"USA","",4,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",0
0.4864,"USA","",4,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",0
0.772,"GBR","8,9,10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",3
0.7099,"USA","10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",1
0.8245,"USA","8,10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",2
0.7116,"CAN","6,7,9,10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",4
0.7248,"CAN","5,6,7,9,10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",5
0.7853,"USA","6,7",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",2
0.7616,"USA","9,10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",2
0.6764,"USA","5,6,7,10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",4
0.503,"USA","5,7,10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",3
0.7383,"USA","5",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",1
0.7403,"USA","7",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",1
0.7307,"USA","5,7,9",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",3
0.6281,"USA","5,7,10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",3
0.3859,"USA","",4,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",0
0.7378,"USA","7,9,10",1,"","ja",24,"1, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 3, 2, 4, 2","During the second half of her career , Pereira , refused to rich experience difficulty with director of the museum and gallery owners and Abstract Expressionism .",3
0.9567,"USA","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.9652,"USA","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.9524,"GBR","5",1,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",1
0.8504,"USA","9",1,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",1
0.6586,"USA","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.4864,"USA","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.7359,"USA","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.772,"GBR","6",1,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",1
0.7099,"USA","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.7693,"CAN","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.8245,"USA","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.7116,"CAN","9",1,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",1
0.7062,"CAN","5,6,7,10",1,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",4
0.8275,"GBR","7",1,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",1
0.7248,"CAN","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.7853,"USA","11",1,"wrong word","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",1
0.787,"USA","8",1,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",1
0.8422,"USA","7",1,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",1
0.7616,"USA","9",1,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",1
0.3158,"USA","",4,"","zh",16,"3, 2, 3, 4, 4, 4, 4, 2, 2, 3, 4, 4, 1, 3, 2, 1","During this time , he used the name of several stages , including Don Maxwell and Chester Lad .",0
0.9567,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.9652,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.8504,"USA","9,10",1,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",2
0.6586,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.772,"GBR","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.4864,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.7099,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.8245,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.7116,"CAN","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.7248,"CAN","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.7853,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.7616,"USA","9,10",1,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",2
0.6764,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.7383,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.7403,"USA","7",1,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",1
0.7307,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.3859,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.7378,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.8441,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.7875,"USA","",4,"","es",12,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Each group was asked to rate both the best and worst politicians .",0
0.9567,"USA","",4,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",0
0.9652,"USA","",4,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",0
0.8504,"USA","8,9",1,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",2
0.772,"GBR","5,6",1,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",2
0.7099,"USA","5,9,10",1,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",3
0.7116,"CAN","9",1,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",1
0.7248,"CAN","5,6",1,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",2
0.7853,"USA","5,6",1,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",2
0.6764,"USA","5,6,10",1,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",3
0.7307,"USA","5,9,10",1,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",3
0.4558,"USA","",4,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",0
0.4407,"USA","",4,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",0
0.5386,"GBR","",4,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",0
0.7337,"CAN","5,9,10",1,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",3
0.6597,"USA","",4,"","zh",20,"3, 2, 3, 1, 4, 1, 3, 4, 3, 3, 4, 4, 2, 3, 1, 2, 2, 1","Endo Pharmaceuticals building construction due to the contours of the cushion can be described as shallow and wide landscape plan .",0
0.9567,"USA","",4,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",0
0.9652,"USA","",4,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",0
0.8504,"USA","8",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",1
0.6586,"USA","",4,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",0
0.772,"GBR","6,8,10",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",3
0.4864,"USA","5",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",1
0.7099,"USA","5,9,10",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",3
0.8245,"USA","5,10",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",2
0.7116,"CAN","9,10",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",2
0.7248,"CAN","5",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",1
0.7853,"USA","5",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",1
0.7616,"USA","9,10",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",2
0.6764,"USA","5,7,10",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",3
0.7307,"USA","5,9",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",2
0.7403,"USA","7",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",1
0.7378,"USA","5,6",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",2
0.8441,"USA","9,10",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",2
0.7875,"USA","5",1,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",1
0.3859,"USA","",4,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",0
0.4407,"USA","",4,"","es",22,"2, 2, 1, 3, 1, 4, 2, 4, 4, 1, 1, 2, 3, 1, 2, 1, 1, 1","Endo Pharmaceuticals The building can be described as a mat building due to its shallow and wide in the landscape plan profile.",0
0.9567,"USA","",4,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",0
0.9652,"USA","",4,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",0
0.8504,"USA","9",1,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",1
0.6586,"USA","",4,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",0
0.4864,"USA","",4,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",0
0.772,"GBR","5",1,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",1
0.7099,"USA","6",1,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",1
0.8245,"USA","5",1,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",1
0.7116,"CAN","10",1,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",1
0.7248,"CAN","6",1,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",1
0.7853,"USA","6",1,"","no",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",1
