"followup1","how_natural","other1","language","length","max_workers","mop","rating_list","text","number_of_reasons"
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"6",3,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",1
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"",4,"","no",15,16,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 3","Myrtle Beach is served by the Coast RTA and the Pee Dee Regional Transportation Authority .",0
"9",2,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",1
"",4,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",0
"",4,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",0
"",4,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",0
"",4,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",0
"11",1,"The sentence is very misconstrued.","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",1
"8",3,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",1
"8",3,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",1
"",4,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",0
"",4,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",0
"6,8",2,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",2
"7,9,10",3,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",3
"10",2,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",1
"10",3,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",1
"",4,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",0
"6",3,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",1
"8",3,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",1
"8",2,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",1
"",4,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",0
"9,10",3,"","es",21,14,"MOP4","2, 3, 1, 3, 4, 3, 2, 1, 2, 1, 1, 2, 2, 4","No penalties attach to the failure or refusal to recite the pledge oath .The is voluntary and is not sanctioned by default. ",2
"9",2,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"9",3,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"",4,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",0
"9",3,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"11",2,"doesn't quite make sense","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"9",2,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"7",2,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"9",2,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"5",3,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"",4,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",0
"",4,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",0
"10",2,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"9",2,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"9,10",3,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",2
"",4,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",0
"9",3,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"9",2,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"",4,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",0
"6,8",3,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",2
"10",3,"","es",24,17,"MOP4","3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2","Once in the study, however , the team did not have a clear direction for the album as there were concepts that are being discussed .",1
"5,9,10",1,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",3
"5,9",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",2
"5",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",1
"5,9,10",1,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",3
"5,6",1,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",2
"5,9",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",2
"5,10",3,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",2
"5,6,9",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",3
"5",1,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",1
"9",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",1
"",4,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",0
"9,10",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",2
"9",1,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",1
"7,9",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",2
"5,9,10",3,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",3
"5",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",1
"7",3,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",1
"5",3,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",1
"5,7",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",2
"5",2,"","ja",18,17,"MOP4","1, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2","Paul Pratt ( May 1, born 1985 ) is a back corner of American football is a free agent now .",1
"8,9",3,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",2
"8,9",3,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",2
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"6",3,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",1
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"5",2,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",1
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"5",3,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",1
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"6",2,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",1
"6",3,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",1
"11",2,"vote","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",1
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"",4,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",0
"9",3,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",1
"5",2,"","ja",10,17,"MOP4","3, 3, 4, 1, 1, 4, 1, 2, 1, 3, 2, 1, 4, 3, 2, 3, 2","Percentage of the entire show vote will not be published .",1
"10",3,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",1
"6",3,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",1
"5,10",1,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",2
"11",2,"some of the words are wrong.  ""before looking uMabatha"" doesn't sound natural","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",1
"6",3,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",1
"5,6,7,8",3,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",4
"8,9",2,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",2
"8",2,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",1
"",4,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",0
"8",3,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",1
"10",3,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",1
"5,6,9",2,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",3
"5,6",3,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",2
"",4,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",0
"6,7",1,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",2
"5,9",3,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",2
"",4,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",0
"6",2,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",1
"",4,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",0
"5",1,"","no",12,17,"MOP4","2, 2, 2, 4, 1, 4, 1, 2, 2, 3, 4, 2, 4, 2, 2, 2, 4","Peter Ustinov said, before looking  uMabatha  , he did not really understand  Macbeth  .",1
"5,6,8,9",1,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",4
"5,9",1,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",2
"9",3,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"8",3,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"5,9,10",2,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",3
"5",2,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"7",3,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"9",3,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"5",3,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"9",2,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"6",2,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"5,9,10",1,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",3
"9,10",2,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",2
"5,9",1,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",2
"5",1,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"9",2,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"5",3,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",1
"9,10",1,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",2
"5,10",1,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",2
"5,6,9",1,"","ja",20,17,"MOP4","2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 3, 4, 2","Posters before the mistake was discovered by Coca-Cola management has been distributed to shops bottle hotels and thousands of Australia .",3
