"MOP","language","text","length","rating_list","mean_rating","worker_1","worker_2","worker_3","worker_4","worker_5","worker_6","worker_7","worker_8","worker_9","worker_10","worker_11","worker_12","worker_13","worker_14","worker_15","worker_16","worker_17","worker_18","worker_19","worker_20","max_workers","std_dev","std_dev_4","std_dev_8","std_dev_12","std_dev_dropoff"
"MOP4","ja","Inside Soap expressed disinterest in the story that Ruth questionning, and Tony was kissing  critic Sam if return to the time or something ?  Were they",24,"1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1",1.16666666667,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,,,18,0.383482494423685,0.5,0.462910049886276,0.452267016866645,0.0196303929912423
"MOP4","ja","About 1800 BC and later , the settlement of the area by the Germanic tribes began .",15,"3, 4, 3, 4, 4, 3, 3, 2, 4, 4, 3, 4, 4, 3, 4, 1",3.3125,3,4,3,4,4,3,3,2,4,4,3,4,4,3,4,1,,,,,16,0.873212459828649,0.577350269189626,0.707106781186548,0.668557923421521,0.227006287169785
"MOP4","ja","Nation will have a hotel room in a very small number of per capita international comparison , due to the low penetration of ATM.",23,"1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2",1.29411764706,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,,,,17,0.587867532097255,0.5,0.744023809142845,0.65133894727893,0.00574930760740833
"MOP4","ja","Myrtle Beach is served by a speedy local Department of Transportation and the Coast RTA.",15,"4, 4, 4, 3, 4, 4, 3, 3, 2, 2, 4, 4, 4, 4, 3, 4, 3, 4",3.5,4,4,4,3,4,4,3,3,2,2,4,4,4,4,3,4,3,4,,,18,0.707106781186548,0.5,0.517549169506766,0.792961461098759,0.0231899621536739
"MOP4","ja","Jones taught at Croydon University of Art in 1961-1963 .",9,"2, 1, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 2, 3",3.4375,2,1,4,4,4,4,4,4,4,4,3,4,4,4,2,3,,,,,16,0.963932916061417,1.5,1.18773493916542,1,0.0263184541844261
"MOP4","ja","1925 , the number of small schools are integrated to form a rural Hobbs High School District, was constructed high school brick two-story .",22,"1, 4, 3, 1, 1, 2, 1, 1, 2, 1, 1, 3, 2, 2, 3, 2",1.875,1,4,3,1,1,2,1,1,2,1,1,3,2,2,3,2,,,,,16,0.957427107756338,1.5,1.16496474502144,1.05528970602217,0.0175341481658911
"MOP4","ja","The population was 553 at the 2000 census .",8,"3, 4, 4, 4, 4, 4, 3, 4, 2, 4, 4, 3, 4, 4, 3",3.6,3,4,4,4,4,4,3,4,2,4,4,3,4,4,3,,,,,,15,0.632455532033676,0.5,0.462910049886276,0.668557923421521,0.017988103554315
"MOP4","ja","It is a rat ear very old Botticelli lived in dungeon , doubting his ability and Roscuro - Botticelli Remorso.",18,"1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1",1.2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,,,,,,15,0.414039335605413,0.5,0.462910049886276,0.452267016866645,0.0244896740481021
"MOP4","ja","This character is not mentioned is the larch specifically , but the theme of the Adams family , does not play in the background .",22,"3, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 1, 2, 3, 1, 2",2,3,2,2,2,1,2,2,3,2,2,2,2,1,2,3,1,2,,,,17,0.612372435695794,0.5,0.640869944461656,0.514928650544437,0.0187555959911307
"MOP4","ja","They also use the stadium at Riley park nearby for young people .",12,"3, 3, 3, 4, 4, 2, 3, 3, 3, 3, 4, 3, 4, 4, 4, 4, 3",3.35294117647,3,3,3,4,4,2,3,3,3,3,4,3,4,4,4,4,3,,,,17,0.606339062590832,0.5,0.640869944461656,0.577350269189626,0.0108743372575352
"MOP4","ja","It starts in the United States 62 west of Prairie Grove , highway , ran south to the factory .",17,"1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 3, 2, 2, 1, 2, 2",1.75,1,2,2,2,2,1,1,2,1,2,3,2,2,1,2,2,,,,,16,0.577350269189626,0.5,0.517549169506766,0.621581560508061,0.0338995763125008
"MOP4","ja","How do I approach the king of the article  HIRD ",10,"4, 2, 2, 4, 2, 2, 3, 3, 1, 2, 2, 3, 2, 2, 3, 2",2.4375,4,2,2,4,2,2,3,3,1,2,2,3,2,2,3,2,,,,,16,0.813941029804985,1.15470053837925,0.886405260427918,0.904534033733291,0.0376895974476549
"MOP4","ja","He was the starting second baseman of the old Baltimore Orioles in 1895 .",13,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4, 4, 4, 4",3.82352941176,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,,,,17,0.528594139870924,0,0,0.288675134594813,0.0320177707104636
"MOP4","ja","In 1953 to 1958 , he was offered to the United States government a large amount of information about the spy business and military power .",24,"3, 1, 2, 2, 1, 2, 3, 2, 3, 2, 3, 3, 2, 2, 2, 2",2.1875,3,1,2,2,1,2,3,2,3,2,3,3,2,2,2,2,,,,,16,0.655108133567785,0.816496580927726,0.755928946018454,0.753778361444409,0.0441850731852831
"MOP4","ja","Damp climate was wet , is affected by the approaching low pressure system that swept across the country to enter the fjord .",21,"2, 2, 1, 4, 1, 3, 3, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2",1.77777777778,2,2,1,4,1,3,3,1,2,1,1,1,2,2,1,1,2,2,,,18,0.878203752021909,1.25830573921179,1.1259916264596,1.02985730108887,0.0527455842293533
"MOP4","ja","Then , these lands were subinfeudated to a lesser lords .",9,"4, 3, 2, 2, 3, 3, 1, 4, 2, 3, 2, 3, 3, 2, 3, 3, 2, 4",2.72222222222,4,3,2,2,3,3,1,4,2,3,2,3,3,2,3,3,2,4,,,18,0.826442094733631,0.957427107756338,1.03509833901353,0.887625364598595,0.0332418257809117
"MOP4","ja","There , DJ of the students , he was a research journalism .",10,"3, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1",1.4375,3,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,,,,,16,0.727438428093173,0.957427107756338,0.886405260427918,0.797724035217466,0.0321160972195768
"MOP4","ja","It occurs in those between 15 to 40 years of age most commonly .",13,"4, 3, 4, 3, 3, 3, 4, 4, 3, 4, 3, 3, 4, 4",3.5,4,3,4,3,3,3,4,4,3,4,3,3,4,4,,,,,,,14,0.518874521662771,0.577350269189626,0.534522483824849,0.514928650544437,0.00394587111833355
"MOP4","ja","Artists of modern American , Monjett Graham is a writer .",9,"2, 3, 2, 1, 3, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3, 1, 3",2,2,3,2,1,3,2,2,1,1,2,2,2,2,2,2,3,1,3,,,18,0.685994340570035,0.816496580927726,0.755928946018454,0.668557923421521,0.0535388085363595
"MOP4","ja","In 2001 , it was the site of the 2nd IIFA Award Sun City .",13,"3, 2, 2, 4, 4, 3, 4, 2, 4, 4, 1, 3, 2, 2",2.85714285714,3,2,2,4,4,3,4,2,4,4,1,3,2,2,,,,,,,14,1.02710518202619,0.957427107756338,0.925820099772551,1.04446593573419,0.0173607537079961
"MOP4","ja","Taking digital zoom lens or long , but it , it is possible to shoot the lighthouse from the coast .",18,"4, 2, 2, 2, 2, 1, 2, 3, 2, 2, 1, 1, 1, 4, 2, 2, 3, 3",2.16666666667,4,2,2,2,2,1,2,3,2,2,1,1,1,4,2,2,3,3,,,18,0.923548145182799,1,0.886405260427918,0.852802865422442,0.00516063586753657
"MOP4","ja","The interceded fail with Harcourt to quit , then , by increasing the debt , was forced to drop his suit to him.",20,"1, 2, 2, 1, 2, 1, 1, 2, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1",1.55555555556,1,2,2,1,2,1,1,2,3,1,2,2,1,1,2,2,1,1,,,18,0.615698763455199,0.577350269189626,0.534522483824849,0.65133894727893,0.00344042391169108
"MOP4","ja","Owner Anton Achermann of Hofgalerie was arrested and placed in prison - in solitary .",13,"3, 2, 4, 4, 3, 2, 3, 4, 4, 3, 3, 3, 3, 4, 3, 4, 4, 3",3.27777777778,3,2,4,4,3,2,3,4,4,3,3,3,3,4,3,4,4,3,,,18,0.669113158068688,0.957427107756338,0.83452296039628,0.717740562565273,0.0140168929952847
"MOP4","ja","According to the census of 2010 , the town has a total area of ( 99.94 percent ) or is water is ( or 0.06% ) and land .",23,"2, 2, 1, 3, 1, 4, 2, 2, 1, 3, 2, 2, 1, 2",2,2,2,1,3,1,4,2,2,1,3,2,2,1,2,,,,,,,14,0.877058019307029,0.816496580927726,0.991031208965115,0.90033663737852,0.0232786180714908
"MOP4","ja","Born in Jiangxi , he began to learn the Guqin as a child .",12,"4, 3, 4, 3, 4, 3, 3, 4, 4, 4, 3, 4, 4, 4, 4, 3",3.625,4,3,4,3,4,3,3,4,4,4,3,4,4,4,4,3,,,,,16,0.5,0.577350269189626,0.534522483824849,0.514928650544437,0.0027548419011531
"MOP4","ja","Competition knockout of football 's most famous Scotland , 2010 Scottish Cup Final was the 125th final of the Scottish Cup .",19,"1, 1, 1, 3, 3, 2, 1, 3, 1, 2, 3, 2, 2, 1, 1, 1, 1",1.70588235294,1,1,1,3,3,2,1,3,1,2,3,2,2,1,1,1,1,,,,17,0.848874687627165,1,0.991031208965115,0.90033663737852,0.0130169197441692
"MOP4","ja","It has been known in the history of the theme park Pyuide~yufu best .",13,"3, 3, 2, 3, 2, 1, 1, 1, 1, 2, 3, 2, 3, 3",2.14285714286,3,3,2,3,2,1,1,1,1,2,3,2,3,3,,,,,,,14,0.864437821507566,0.5,0.925820099772551,0.852802865422442,0.0116349560851247
"MOP4","ja","Northeast Louisiana Richland Parish originally from Rayville , McConnell had seven siblings .",11,"2, 2, 2, 1, 2, 1, 2, 3, 2, 3, 1, 1, 4, 2, 1, 2, 2, 2",1.94444444444,2,2,2,1,2,1,2,3,2,3,1,1,4,2,1,2,2,2,,,18,0.802365782965103,0.5,0.640869944461656,0.717740562565273,0.0515467808648635
"MOP4","ja","Illustrana of Clepsis is a kind of moth of the Tortricidae .",11,"3, 3, 2, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4",3.5,3,3,2,3,4,3,4,4,3,4,4,4,4,4,,,,,,,14,0.650443635587991,0.5,0.707106781186548,0.668557923421521,0.0181142878335305
"MOP4","ja","YMCA, Boy Scouts , and youth organizations such as 4 -H sets the standard early for youth development activities .",17,"4, 4, 4, 3, 3, 3, 2, 3, 2, 3, 3, 4, 3, 3, 4, 4",3.25,4,4,4,3,3,3,2,3,2,3,3,4,3,3,4,4,,,,,16,0.683130051063973,0.5,0.707106781186548,0.717740562565273,0.0201365069321773
"MOP4","ja","This showed the outlook for the next few to the throne of England to him .",15,"3, 1, 3, 3, 1, 2, 1, 2, 2, 3, 2, 2, 2, 2, 1, 3, 2",2.05882352941,3,1,3,3,1,2,1,2,2,3,2,2,2,2,1,3,2,,,,17,0.747545001596402,1,0.925820099772551,0.792961461098759,0.00838394442205237
"MOP4","ja","I played the debut of the first class for his Surrey against Verrinder 1974 County Championship Middlesex .",17,"1, 3, 2, 3, 3, 3, 2, 2, 3, 1, 1, 4, 2, 3, 4",2.46666666667,1,3,2,3,3,3,2,2,3,1,1,4,2,3,4,,,,,,15,0.990430401872025,0.957427107756338,0.744023809142845,0.984731927834662,0.0430994684406831
"MOP4","ja","Icon of Theotocos Iverskaya disappeared in 1927 , it was not recovered .",11,"4, 3, 4, 3, 4, 3, 3, 4, 2, 4, 3, 3, 1, 3",3.14285714286,4,3,4,3,4,3,3,4,2,4,3,3,1,3,,,,,,,14,0.864437821507566,0.577350269189626,0.534522483824849,0.65133894727893,0.213098874228637
"MOP4","ja","Use of their first Desbrowe - was as office space for Annear .",11,"1, 2, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3, 1, 1, 1, 2",2.1875,1,2,2,3,2,3,3,2,3,3,3,3,1,1,1,2,,,,,16,0.834166250416147,0.816496580927726,0.707106781186548,0.674199862463242,0.00874594456058952
"MOP4","ja","Crustaceans , insects , and includes the plant material , the parasitic nematodes , their diet , to infect it .",15,"2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1",1.29411764706,2,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,,,,17,0.587867532097255,0.577350269189626,0.462910049886276,0.452267016866645,0.0293458677511123
"MOP4","ja","As of the census of 2010 , the population was 13,544 .",10,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",3.93333333333,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,15,0.258198889747161,0.5,0.353553390593274,0.288675134594813,0.0191512083654535
"MOP4","ja","The INN, change came after you have added the HD functionality to the centralized production studios .",16,"3, 1, 1, 2, 3, 2, 1, 2, 3, 3, 1, 3, 1, 2, 4, 2, 3, 1",2.11111111111,3,1,1,2,3,2,1,2,3,3,1,3,1,2,4,2,3,1,,,18,0.963381842865745,0.957427107756338,0.83452296039628,0.90033663737852,0.00595473510940681
"MOP4","ja","Upon arrival in Council Bluffs , Iowa , on May 17 , 1849 Mary Parry died of cholera .",15,"3, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 3",3.72222222222,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,,,18,0.460888598962477,0.5,0.462910049886276,0.492365963917331,0.0136750034625189
"MOP4","ja","One element of the visual system that allows somatosensory cortex to recruit is a dorsal visual stream .",17,"2, 3, 4, 2, 4, 4, 3, 3, 3, 3, 3, 4, 4, 1, 1, 4, 3, 3",3,2,3,4,2,4,4,3,3,3,3,3,4,4,1,1,4,3,3,,,18,0.970142500145332,0.957427107756338,0.83452296039628,0.717740562565273,0.0626530588433125
"MOP4","ja","Hidetora was ordered to escort him to burn down the village at the moment of anger .",16,"3, 4, 4, 3, 2, 3, 3, 2, 3, 3, 4, 3, 3, 3, 3, 3",3.0625,3,4,4,3,2,3,3,2,3,3,4,3,3,3,3,3,,,,,16,0.57373048260195,0.577350269189626,0.755928946018454,0.668557923421521,0.0419974436129318
"MOP4","ja","It is divided into this environment later Bjørnson but Gausdal became the cultural center .",14,"2, 3, 3, 1, 2, 3, 2, 1, 3, 1, 1, 3, 1, 1, 1, 2, 1",1.82352941176,2,3,3,1,2,3,2,1,3,1,1,3,1,1,1,2,1,,,,17,0.88284300116492,0.957427107756338,0.83452296039628,0.90033663737852,0.0326324152692072
"MOP4","ja","Upon receiving this report , Colonel Wakefield , that the application is to place the Nelson settlement at Port Cooper governor is allowed .",21,"1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1",1.33333333333,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,,,18,0.485071250072666,0.577350269189626,0.534522483824849,0.514928650544437,0.0149287499273341
"MOP4","ja","From 1999 , the central bank , began the reform in order to meet international standards .",14,"2, 4, 3, 2, 3, 4, 3, 4, 3, 4, 3, 3, 4, 2, 3, 4, 3",3.17647058824,2,4,3,2,3,4,3,4,3,4,3,3,4,2,3,4,3,,,,17,0.727606875108999,0.957427107756338,0.83452296039628,0.717740562565273,0.0156164778482076
"MOP4","ja","The movie is more of a predicament of fame and celebrity and comedy of the political black .",17,"2, 4, 4, 2, 3, 1, 1, 2, 1, 3, 2, 2, 3, 1, 3, 3",2.3125,2,4,4,2,3,1,1,2,1,3,2,2,3,1,3,3,,,,,16,1.01447851956888,1.15470053837925,1.18773493916542,1.05528970602217,0.0364237615189498
"MOP4","ja","Colony of agriculture Jewish , became a model of a joint effort of agriculture around the world .",16,"1, 3, 2, 1, 1, 2, 1, 1, 3, 3, 1, 3, 2, 1, 2",1.8,1,3,2,1,1,2,1,1,3,3,1,3,2,1,2,,,,,,15,0.861891607371335,0.957427107756338,0.755928946018454,0.937436866561092,0.0368254269015825
"MOP4","ja","It is located around 12 of the 11 km upstream from the river Lidder , Pahalgam from the .",17,"2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1",1.5,2,1,1,3,1,1,1,1,1,1,4,2,1,1,,,,,,,14,0.94053994312596,0.957427107756338,0.744023809142845,0.996204919895622,0.0556649767696616
"MOP4","ja","He wanted to concentrate material , the new Ventures more progressive .",10,"2, 1, 1, 4, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1",1.5,2,1,1,4,1,1,2,2,1,1,1,1,2,1,,,,,,,14,0.85485041426511,1.4142135623731,1.03509833901353,0.904534033733291,0.0496836194681806
"MOP4","ja","Equipment that will be held is known , includes M1 Garand rifles all of 0.30 , the Browning automatic rifle , a Browning M1919 machine gun ,",23,"1, 2, 1, 3, 2, 2, 3, 2, 2, 1, 2, 2, 1, 2, 2, 3, 3",2,1,2,1,3,2,2,3,2,2,1,2,2,1,2,2,3,3,,,,17,0.707106781186548,0.957427107756338,0.755928946018454,0.668557923421521,0.0671663077643632
"MOP4","ja","It is a triclinic modification ordered full of potash feldspar , a dimorphic and orthoclase .",14,"3, 2, 3, 1, 2, 2, 3, 1, 1, 4, 4, 1, 3, 3, 2, 2",2.3125,3,2,3,1,2,2,3,1,1,4,4,1,3,3,2,2,,,,,16,1.01447851956888,0.957427107756338,0.83452296039628,1.13818036595899,0.0673392425009014
"MOP4","ja","Located in the wing on July in Europe from month to month in North America from June adults .",18,"1, 2, 2, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1",1.375,1,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,,,,,16,0.61913918736689,0.816496580927726,0.744023809142845,0.674199862463242,0.0270669852919737
"MOP4","ja","On May 30 , carrying 616 troops to Dover in 1065 and the first one of the second , she was subjected to two evacuation voyage .",24,"3, 1, 2, 2, 1, 1, 2, 2, 1, 2, 4, 2, 1, 4, 3, 2",2.0625,3,1,2,2,1,1,2,2,1,2,4,2,1,4,3,2,,,,,16,0.997914491994847,0.816496580927726,0.707106781186548,0.90033663737852,0.0398345513306947
"MOP4","ja","This allowed the border to announce the benefits of cricket in Australia , has improved enough for him to not resign team very .",22,"2, 2, 1, 2, 2, 1, 3, 2, 2, 2, 2, 1, 2, 3, 1, 3, 1",1.88235294118,2,2,1,2,2,1,3,2,2,2,2,1,2,3,1,3,1,,,,17,0.696630546019236,0.5,0.640869944461656,0.577350269189626,0.0566900725970515
"MOP4","ja","1970-1982 , Wellink worked in the Netherlands Ministry of Finance .",9,"4, 4, 3, 4, 3, 3, 4, 2, 4, 2, 4, 2, 2, 3, 4, 2, 2",3.05882352941,4,4,3,4,3,3,4,2,4,2,4,2,2,3,4,2,2,,,,17,0.899346167730627,0.5,0.744023809142845,0.866025403784439,0.0374545603592922
"MOP4","ja","On December 4 , Brazil , called  Group of Death  , which was drawn in Group G.",14,"1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2",1.5,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,,,,,16,0.516397779494322,0,0.462910049886276,0.492365963917331,0.00284518848122672
"MOP4","ja","He has a ( 1986-1987 ) and President ( 1984-1985 ) Vice President of Nepal Academy of Pediatrics member .",15,"1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 4, 1, 2, 2, 1, 1, 2",1.58823529412,1,1,1,2,1,1,1,2,1,3,4,1,2,2,1,1,2,,,,17,0.870260272089029,0.5,0.462910049886276,0.996204919895622,0.0399987177437706
"MOP4","ja","Has a serial number 1, D1- A has been registered in the  N891H  .",13,"2, 1, 1, 1, 2, 2, 3, 2, 1, 1, 2, 1, 2, 1, 2, 2",1.625,2,1,1,1,2,2,3,2,1,1,2,1,2,1,2,2,,,,,16,0.61913918736689,0.5,0.707106781186548,0.668557923421521,0.0270669852919737
"MOP4","ja","In his spare time , Bruening will collect the Converse All Star sneakers .",12,"3, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4",3.44444444444,3,3,3,3,4,3,3,3,4,4,3,4,3,4,4,3,4,4,,,18,0.511309992564914,0,0.353553390593274,0.492365963917331,0.0113099925649136
"MOP4","ja","Cartoon city , in the final round of KinoShin monster cause havoc before returning to school .",15,"2, 4, 2, 2, 1, 1, 2, 1, 2, 1, 1, 3, 1, 2, 2",1.8,2,4,2,2,1,1,2,1,2,1,1,3,1,2,2,,,,,,15,0.861891607371335,1,0.991031208965115,0.937436866561092,0.0649170886249637
"MOP4","ja","Dane Propoggia and Brydan Klein was the defending champion , but I chose that Klein is not competition .",17,"3, 2, 2, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 1",1.64285714286,3,2,2,1,2,1,1,2,1,1,3,2,1,1,,,,,,,14,0.744946343668492,0.816496580927726,0.707106781186548,0.753778361444409,0.00883201777591713
"MOP4","ja","Thailand repaid the debt the International Monetary Fund two years ahead of schedule to the (IMF).",15,"2, 4, 3, 4, 3, 4, 3, 2, 2, 2, 4, 3, 4, 2, 4",3.06666666667,2,4,3,4,3,4,3,2,2,2,4,3,4,2,4,,,,,,15,0.883715101688537,0.957427107756338,0.83452296039628,0.852802865422442,0.0213986031859605
"MOP4","ja","After this success , was (歷陽, modern Chaohu , Anhui approximately ) and the governor of the office of commander Liyang Su .",18,"2, 1, 1, 3, 2, 2, 3, 1, 1, 1, 1, 1, 2, 2, 2, 1",1.625,2,1,1,3,2,2,3,1,1,1,1,1,2,2,2,1,,,,,16,0.718795288428261,0.957427107756338,0.83452296039628,0.792961461098759,0.0261510552402311
"MOP4","ja","After that , he moved to California, USA Xerox Palo Alto Research Center .",12,"2, 4, 2, 4, 2, 3, 3, 3, 3, 2, 3, 2, 4, 3, 2",2.8,2,4,2,4,2,3,3,3,3,2,3,2,4,3,2,,,,,,15,0.774596669241483,1.15470053837925,0.83452296039628,0.753778361444409,0.0260440997839523
"MOP4","ja","29 from 13 in 2004 , South Korea competed in the 2004 Summer Olympics in Athens .",15,"2, 2, 1, 1, 2, 1, 2, 1, 3, 2, 1, 2, 3, 1, 1, 2, 1",1.64705882353,2,2,1,1,2,1,2,1,3,2,1,2,3,1,1,2,1,,,,17,0.701888209634219,0.577350269189626,0.534522483824849,0.65133894727893,0.0218586548215268
"MOP4","ja","When it weakened to a tropical depression , Ruth began to develop rapidly , orchid became a tropical storm early on November 28 .",21,"3, 3, 1, 2, 3, 3, 1, 2, 2, 3, 3, 1, 3, 3, 2, 3",2.375,3,3,1,2,3,3,1,2,2,3,3,1,3,3,2,3,,,,,16,0.806225774829855,0.957427107756338,0.886405260427918,0.866025403784439,0.0356716113112404
"MOP4","ja","Despite the presence in the ancient medicine , which contain a  lethal toxin aristolochic acid is known to  Aristolochia .",18,"2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 1, 2",1.4,2,1,1,1,1,1,1,1,2,1,3,2,1,1,2,,,,,,15,0.632455532033676,0.5,0.353553390593274,0.668557923421521,0.017988103554315
"MOP4","ja","It is located west Yakuminami Krośniewice, of Kutno , northwest of the regional capital Łódź .",13,"4, 2, 4, 2, 4, 3, 2, 1, 3, 2, 3, 3, 2, 2",2.64285714286,4,2,4,2,4,3,2,1,3,2,3,3,2,2,,,,,,,14,0.928782731664065,1.15470053837925,1.16496474502144,0.965307299163423,0.0365245674993576
"MOP4","ja","However , after efforts for students of the school district with low performance was enacted , survived a legal challenge .",18,"3, 1, 1, 2, 2, 3, 1, 1, 1, 2, 1, 2, 2, 2, 2, 3, 2",1.82352941176,3,1,1,2,2,3,1,1,1,2,1,2,2,2,2,3,2,,,,17,0.727606875108999,0.957427107756338,0.886405260427918,0.778498944161523,0.0238753245600021
"MOP4","ja","The United Kingdom of those that had not been escaped was overtaken immediately .",13,"1, 1, 3, 1, 1, 3, 1, 2, 1, 1, 1, 3, 3, 1, 2",1.66666666667,1,1,3,1,1,3,1,2,1,1,1,3,3,1,2,,,,,,15,0.899735410842437,1,0.916125381312904,0.90033663737852,0.0475955225889045
"MOP4","ja","It is located in the northwestern part of the island .",10,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,14,0,0,0,0,0
"MOP4","ja","Pareharahha , Gartenpalais ( Garden Palace ) , and he has designed Slavkov during Kaunitz Palace , the ( Austerlitz ) .",14,"2, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 2, 2",1.53846153846,2,1,1,1,2,1,2,1,3,1,1,2,2,,,,,,,,13,0.660225291773525,0.5,0.517549169506766,0.674199862463242,0.0273263591788039
"MOP4","ja","NAPNSC professional accreditation of higher education institutions to provide distance education program exclusively .",13,"2, 4, 2, 3, 1, 2, 3, 1, 3, 2, 2, 3, 2, 2, 2, 2",2.25,2,4,2,3,1,2,3,1,3,2,2,3,2,2,2,2,,,,,16,0.774596669241483,0.957427107756338,1.03509833901353,0.887625364598595,0.0508236366140736
"MOP4","ja","As of the census of 2006 , the population in the 78 family , it was 404 .",15,"2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 3, 1, 2, 1",1.55555555556,2,2,1,2,1,1,1,1,1,1,1,4,2,1,3,1,2,1,,,18,0.855585263892997,0.5,0.517549169506766,0.904534033733291,0.0365096488451785
"MOP4","ja","Its presence , however , Oswald Garrison Vie Lar mentioned , was defended .",10,"2, 3, 2, 2, 4, 2, 4, 2, 3, 3, 4, 1, 3",2.69230769231,2,3,2,2,4,2,4,2,3,3,4,1,3,,,,,,,,13,0.947330933431342,0.5,0.916125381312904,0.984731927834662,0.0734680359260389
"MOP4","ja","Paul Evans eyed over is a politician and teacher of Ghana ( August 4, born 1958 ) .",15,"2, 3, 1, 2, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 2",1.8,2,3,1,2,1,1,2,3,1,2,2,2,1,2,2,,,,,,15,0.676123403782813,0.816496580927726,0.83452296039628,0.717740562565273,0.048887648299171
"MOP4","ja","It is located in the market town of South Market Weighton about .",12,"4, 3, 2, 2, 1, 1, 2, 3, 2, 3, 4, 1, 1, 3, 2, 1",2.1875,4,3,2,2,1,1,2,3,2,3,4,1,1,3,2,1,,,,,16,1.04682058316281,0.957427107756338,1.03509833901353,1.07308673997732,0.0222243844868839
"MOP4","ja","1989-1990 - Greeley , defensive line coach of Northern Colorado University of Colorado .",11,"2, 2, 2, 4, 2, 3, 3, 3, 2, 2, 1, 2, 2",2.30769230769,2,2,2,4,2,3,3,3,2,2,1,2,2,,,,,,,,13,0.751067616198811,1,0.744023809142845,0.778498944161523,0.0579722187570797
"MOP4","ja","Original South Bend car factory , make body parts , and some continue to be used small forgings , in spring .",18,"3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 2, 1",1.5625,3,1,1,2,1,1,1,1,1,2,1,2,2,3,2,1,,,,,16,0.727438428093173,0.957427107756338,0.744023809142845,0.668557923421521,0.0284905179252812
"MOP4","ja","Character of all factions , vehicle and weapons , has been published as promotional materials and toys .",15,"2, 1, 1, 3, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 2",1.93333333333,2,1,1,3,2,2,2,3,2,1,1,2,3,2,2,,,,,,15,0.703731550548997,0.957427107756338,0.755928946018454,0.717740562565273,0.0558229747637531
"MOP4","ja","How to play  crying Tichimi  Her became the basis of the 1958 movie  Restless year  .",15,"1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 2, 3",1.4375,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,3,,,,,16,0.629152869605896,0,0.462910049886276,0.492365963917331,0.1603456386674
